user_name,score,review_text,review_date,app_version,thumbs_up,churned,app
Ngọc Linh Nguyễn,1,bị văng khi đang chơi,2025-07-10 06:26:10,1.59.1.5,0,1,Lien Quan Mobile
Diễn Đoàn,1,tốn MB quá=/,2025-07-10 06:26:05,1.59.1.5,0,1,Lien Quan Mobile
Đật Hoàng,5,cuốn quá,2025-07-10 06:25:57,1.59.1.5,0,0,Lien Quan Mobile
Thi My Anh Pham,4,rất tốt,2025-07-10 06:25:52,1.58.1.2,0,0,Lien Quan Mobile
huyen nguyen,5,quá hay,2025-07-10 06:25:48,1.58.1.2,0,0,Lien Quan Mobile
duong nguyen,1,Sắp vào đến sảnh thì nó lại ra...,2025-07-10 06:24:13,1.59.1.5,1,1,Lien Quan Mobile
Thảo Nguyễn,5,game rất hay !,2025-07-10 06:23:28,1.59.1.5,0,0,Lien Quan Mobile
Quy Vũ quy,5,thật ra liên quân có trải nghiệm rất tốt .nhưng chơi toàn bảo mạng yếu .rồi lác lắm,2025-07-10 06:21:54,1.59.1.5,0,0,Lien Quan Mobile
Ken Gin,1,ghép toàn thg rách,2025-07-10 06:21:44,1.59.1.5,0,1,Lien Quan Mobile
Dungx Trinhj,5,hay,2025-07-10 06:20:11,1.58.1.2,0,0,Lien Quan Mobile
Hà Diễm Hương,5,Ok,2025-07-10 06:19:28,1.59.1.5,0,0,Lien Quan Mobile
minh nguyễn xuân,5,sau cập Nhật LQ đã làm rất tốt đặc biệt là cho Florentino nói tiếng Việt đã làm việc tôi cười từ sáng đến tối :))),2025-07-10 06:18:52,1.59.1.5,3,0,Lien Quan Mobile
Doanh Nguyen,1,"phá gamebthi đc mpv ,afk thì ko tố cáo đc game lag , đồng đôi toxic",2025-07-10 06:18:36,1.59.1.5,0,1,Lien Quan Mobile
Phát Nguyễn,5,aaaaa game lag lỗ điện thoại mong game làm cho game siêu mượt,2025-07-10 06:17:08,1.59.1.5,0,0,Lien Quan Mobile
Hao Kiet Nguyen,1,thua,2025-07-10 06:14:20,1.59.1.5,0,1,Lien Quan Mobile
Vy Đặng Hoàng Nhã,5,chơi vui vãi biết thế tải sớm hơn😃,2025-07-10 06:13:01,1.59.1.5,0,0,Lien Quan Mobile
Doi Nong,1,tố cáo thì không trừ uy tín trong khi chết quá tr kh được kill nào vô phá game một đống mà tố cáo lại kh bị trừ uy tín tức game càng ngày càng kém đi,2025-07-10 06:12:44,1.59.1.5,0,1,Lien Quan Mobile
Hùng Nguyễn,5,khét đấy,2025-07-10 06:12:14,1.58.1.2,0,0,Lien Quan Mobile
Trần Oul,1,"game nó ko bao h nó sửa cái đăng nhập cứ vô game là bị ng khác vô acc, bảo mật kém thật sự.",2025-07-10 06:11:44,1.59.1.5,9,1,Lien Quan Mobile
Khánh Nguyễn,2,từ khi cập nhật lác không chơi được,2025-07-10 06:11:16,1.59.1.5,0,1,Lien Quan Mobile
Huy Bui,1,"bản cập nhật quá tệ, lỗi mạng quá nhiều, quá gắt trong vc trừ uy tín dùng lại nó tí cx bị trừ 2 uy tín",2025-07-10 06:11:09,1.59.1.5,52,1,Lien Quan Mobile
Can B,1,sao t vô game nó cứ bị đăng suốt ra vậy game l 1sao,2025-07-10 06:11:09,1.59.1.5,0,1,Lien Quan Mobile
Bảo Gia,1,"hệ thống ghét chán , con tướng cần giảm SM ko giảm còn tăng con cần tăng lại giảm",2025-07-10 06:11:07,1.59.1.5,3,1,Lien Quan Mobile
Thùy Trinh,5,game hơi toxic nhưg vui hơn những game khác đừng chê 🥰💝,2025-07-10 06:09:56,1.58.1.2,0,0,Lien Quan Mobile
Anh Kiệt Nguyễn,2,"Mỗi lần vào game là nó tự động tải MXH skin nên phải tắt rất phiền, ko có nhu cầu thì đừng bắt người chơi tải, trải nghiệm kém hơn mùa trước",2025-07-10 06:09:48,1.59.1.5,1,1,Lien Quan Mobile
Gold Bình,2,không vui một chút nào đáng ra là phải cho1 sao,2025-07-10 06:08:40,1.58.1.2,0,1,Lien Quan Mobile
Thanh Tùng Hà,1,"Tướng Goverra làm game giật lag trong khi máy ram 8gb, chip 8 nhân, trải nghiệm bây giờ rất tệ.",2025-07-10 06:08:31,1.59.1.5,3,1,Lien Quan Mobile
Ha Tuong Thi Thu,4,ghép đội toàn kid,2025-07-10 06:08:14,1.58.1.2,0,0,Lien Quan Mobile
Nghĩa Phan,1,cập nhập còn thua cả ff game như db,2025-07-10 06:07:51,1.59.1.5,0,1,Lien Quan Mobile
Nga Mai,1,game lag bị văng khi tải bị trừ uy tín,2025-07-10 06:06:52,1.59.1.5,0,1,Lien Quan Mobile
My Nguyen,1,game đã rác rồi còn gặp nhiều trẻ trâu từ cao thủ nó phá đến tinh anh,2025-07-10 06:06:23,1.59.1.5,0,1,Lien Quan Mobile
Vân Đỗ Thị,1,cập nhật lâu.,2025-07-10 06:06:10,1.58.1.2,0,1,Lien Quan Mobile
Tuấn Hoàng,1,đang vào đấu hạng thì bị kích ra,2025-07-10 06:05:55,1.59.1.5,0,1,Lien Quan Mobile
Đăng Vinh Nguyễn,5,game hay nhưng muốn skin đẹp hơi tốn,2025-07-10 06:05:45,1.59.1.5,0,0,Lien Quan Mobile
Dd Dt,5,tôi rất thích trò chơi này có thể múa như bao trò khác có nhiều vị tướng đẹp,2025-07-10 06:04:54,1.59.1.5,0,0,Lien Quan Mobile
Be Le,1,"tốn dung lượng nha, dô gặp toàn trẩu và afk có lúc không phát ngôn khiếm nhả mà vẫn cấm chat",2025-07-10 06:03:53,1.59.1.5,0,1,Lien Quan Mobile
Đình Tiến Đặng,1,game ghép team toàn đồng,2025-07-10 06:03:41,1.59.1.5,0,1,Lien Quan Mobile
Ngọc Đỗ,5,7gb lận bây ơii😭😭,2025-07-10 06:03:27,1.58.1.2,80,0,Lien Quan Mobile
Thiện Vũ Văn,1,Tóm lại là ko nên chơi,2025-07-10 06:02:50,1.58.1.2,0,1,Lien Quan Mobile
Hùng Phan văn,1,game như l ghép team thì nqu như ccho,2025-07-10 06:02:27,1.59.1.5,0,1,Lien Quan Mobile
Thang Nguyen,1,Cập nhật tải dữ liệu lòi mắt,2025-07-10 06:01:48,1.58.1.2,0,1,Lien Quan Mobile
Ni Vo,1,rp nó cố tịnh hệ thống ghép máy để thua liên tục dù chuỗi thua mvp,2025-07-10 06:00:45,1.59.1.5,0,1,Lien Quan Mobile
Hân Nguyên,1,"xoá đi game, garenna cho chế độ mùa chơi như loll",2025-07-10 06:00:19,1.59.1.5,0,1,Lien Quan Mobile
Long Ngoc,1,cập nhật tải xong dô đơ đơ lag vc,2025-07-10 05:58:50,1.59.1.5,0,1,Lien Quan Mobile
Danh Nguyen,1,2025 rồi hỗ trợ anh em android 120 fps đi chứ,2025-07-10 05:58:38,1.59.1.5,0,1,Lien Quan Mobile
Thư Anh,1,đơ lag game như cức z,2025-07-10 05:58:22,1.59.1.5,0,1,Lien Quan Mobile
HT Thịnh,1,ko hiểu sao cập nhật xong lại phải tải lại một đống tài nguyên cũ 🐧🐧🐧,2025-07-10 05:57:32,1.59.1.5,0,1,Lien Quan Mobile
Bao tram Duong thi,5,vui,2025-07-10 05:56:51,1.59.1.5,0,0,Lien Quan Mobile
Minh Thuận Nguyễn,1,"game như rác z đó, k công bằng k nên chs",2025-07-10 05:56:48,1.59.1.5,0,1,Lien Quan Mobile
Phương Vy Trần,1,"Game ghép trận gặp gì đâu không, buồn",2025-07-10 05:56:18,1.59.1.5,398,1,Lien Quan Mobile
Nguyen Thieu Duy,1,Fix Bright dùm cái quăng chiêu 1 lúc choáng lúc không là sao vậy??? chiêu 2 của Yorn không có miễn thương đánh dễ thọt vcl,2025-07-10 05:56:13,1.59.1.5,59,1,Lien Quan Mobile
Nam Le,1,dung lượng gần 13g mà hack thì quá trời tốn dung lượng game ngày 1 tệ hại cho 1 sao hết muốn gắn bó liên,2025-07-10 05:56:03,1.59.1.5,0,1,Lien Quan Mobile
De Niro Juno,1,game lỏ thiệt chớ cập nhật xog thì bị trừ uy tín oan ko AFK mà cũng trừ 7 uy tín gặp tình trạng này thường xuyên luôn game lỏ cần khán cáo :((,2025-07-10 05:55:17,1.59.1.5,1,1,Lien Quan Mobile
Hung Manh,5,cũng dc,2025-07-10 05:55:08,1.58.1.2,0,0,Lien Quan Mobile
Anh Hoang,5,"game chấm điểm sau mỗi trận rất xàm, không thể hiểu nổi",2025-07-10 05:54:35,1.59.1.5,0,0,Lien Quan Mobile
Sơn Phạm Thanh,1,"thật sự là quá tệ về trải nghiệm. tải tài nguyên đã tốn rất nhiều thời gian, tải xong hôm sau vào lại, mất sạch? thật sự là khó hiểu",2025-07-10 05:54:25,1.59.1.5,0,1,Lien Quan Mobile
Hinh Ma,5,game này rất hay,2025-07-10 05:53:17,1.59.1.5,0,0,Lien Quan Mobile
Lý Lâm,5,gema rất thay,2025-07-10 05:52:26,1.58.1.2,0,0,Lien Quan Mobile
Như Nguyễn,1,suất ngày bắt cập nhật,2025-07-10 05:52:18,1.58.1.2,0,1,Lien Quan Mobile
Thuận Trần,1,vô trận đánh là game lát má ơi lun đánh ko cứng bị đứng rồi hết trận kêu afk rồi trừ úy tính là sao vậy đề ghị xem lại ....thấy trừ uy tín hơi nhiu rồi,2025-07-10 05:52:04,1.59.1.5,3,1,Lien Quan Mobile
Quỳnh Quỳnh,2,"game lag vãi,làm mất hứng chơi game",2025-07-10 05:51:16,1.59.1.5,0,1,Lien Quan Mobile
Nguyễn Sang (shangbelsus),1,"cố mà chịu đựng dư luận đi nhé xóa bậc skin thì phải chịu thôi, làm ăn thất đức vcl",2025-07-10 05:50:01,1.59.1.5,0,1,Lien Quan Mobile
Hùng Nguyễn,1,sau khi cập nhật game cứ bị lỗi mạng thì 5 cục mà vô nó lại đang kết nối mong game chỉnh sửa lại trừ cả đống uy tín 🤬🤬,2025-07-10 05:49:42,1.59.1.5,4,1,Lien Quan Mobile
Ngan Thu,1,"game bị lỗi hay sao mà vô ghép trận rồi mà vẫn cứ đứng đơ ở ngoài sảnh ko vô trận chơi đc, mẹ làm mất 1*",2025-07-10 05:49:35,1.59.1.5,5,1,Lien Quan Mobile
Chau Tran,5,vui,2025-07-10 05:48:59,1.59.1.5,0,0,Lien Quan Mobile
Thien Vu Than,1,"h chơi game ko đc lựa chọn len mình muốn nữa sắp đặt ko thì bị trừ uy tín, muốn len ranh thì ko đc toàn trừ, lâu lâu còn lỗi, h chả hứng thú j hết",2025-07-10 05:48:48,1.59.1.5,8,1,Lien Quan Mobile
Giang Nguyễn thị,5,rất vui,2025-07-10 05:48:34,1.59.1.5,0,0,Lien Quan Mobile
Chin Nguyen,3,hè này toàn gặp trẩu nên chán toàn phá game khuyên các mom bảo vệ đth ghât tốt nhé khéo con trộm thì hỏng 👍👍👍,2025-07-10 05:47:44,1.59.1.5,1,0,Lien Quan Mobile
Ha tam,2,game cần điều chỉnh nv cho đúng ạ,2025-07-10 05:47:38,1.59.1.5,0,1,Lien Quan Mobile
Do Minh,1,không có đăng nhậo bằng facebook,2025-07-10 05:46:11,1.59.1.5,0,1,Lien Quan Mobile
Vũ Kim,1,"Tạm , nâng cấp xong lag , khự điên",2025-07-10 05:45:22,1.59.1.5,0,1,Lien Quan Mobile
Phương Nông Văn,1,game như loll lag vc ra,2025-07-10 05:44:09,1.59.1.5,0,1,Lien Quan Mobile
Thanh thúy Phạm,1,cập nhật xong từ bạch kimV xuống vàngI,2025-07-10 05:43:38,1.59.1.5,0,1,Lien Quan Mobile
Đức La Vũ,5,toàn phá game,2025-07-10 05:42:20,1.58.1.2,0,0,Lien Quan Mobile
Th T,1,nên xóa con tuong Gogia,2025-07-10 05:42:10,1.59.1.5,0,1,Lien Quan Mobile
Tiên Nguyễn,5,như cc,2025-07-10 05:40:54,1.59.1.5,0,0,Lien Quan Mobile
Trung Le,1,mỗi update là tải lại tài nguyên từ đầu vào trận thì đang kết nối lag k chịu dc,2025-07-10 05:40:00,1.59.1.5,0,1,Lien Quan Mobile
Bá Khánh ĐẶNG,1,game thì mất cân bằng buff ẩn nói j buff bẩn chơi thì ghép mấy thk yếu hơn đấu mấy thk mạnh xoá game đi,2025-07-10 05:39:45,1.59.1.5,0,1,Lien Quan Mobile
Hà trang Lê,5,hayy,2025-07-10 05:39:01,1.58.1.2,0,0,Lien Quan Mobile
Thành Phàn A,5,game rác,2025-07-10 05:37:53,1.58.1.2,0,0,Lien Quan Mobile
Quốc bảo Nguyễn,5,hãy vc,2025-07-10 05:37:15,1.59.1.5,0,0,Lien Quan Mobile
Hậu Lê,3,Làm ơn tắt hỏi bạn bè cần biết vị trí của bạn hay bật định vị dùm. Cứ hiện ra liên tục...,2025-07-10 05:37:08,1.59.1.5,26,0,Lien Quan Mobile
Chang Ydel,5,vui vchuong ra,2025-07-10 05:36:43,1.59.1.5,0,0,Lien Quan Mobile
Mai Le,1,cập nhật lại game k vào chơi đc chơi đc mạng cũng lỗi k đánh đc rồi bị phạt uy tín nọ kia trong khi tụi sài wifi k đc bất mạng 5g vẫn k đánh đc,2025-07-10 05:36:33,1.59.1.5,0,1,Lien Quan Mobile
Thúy Trịnh Ngọc,4,tốt,2025-07-10 05:35:29,1.59.1.5,0,0,Lien Quan Mobile
Bình Nguyên,1,Cập nhật xong đụng đến đâu đơ đến đấy,2025-07-10 05:34:00,1.59.1.5,0,1,Lien Quan Mobile
Trung Nguyễn Văn,1,ê game mày có phải là người ko vậy mày đừng nghĩ cho free mà cho tao tàn gặp trẻ trâu còn gặp thêm mấy đứa sút vật mẹ đang yên tự nhiên khối nghĩ hè mẹ game cho tất cả là tại game cho hết:),2025-07-10 05:33:40,1.59.1.5,0,1,Lien Quan Mobile
Nam Hao,1,nhu ccc,2025-07-10 05:33:16,1.59.1.5,0,1,Lien Quan Mobile
Thoa Nguyễn,1,ghép toàn súc vật,2025-07-10 05:33:15,1.59.1.5,0,1,Lien Quan Mobile
Duy Nguyễn,1,nói chung là game rác rưởi,2025-07-10 05:32:08,1.59.1.5,0,1,Lien Quan Mobile
Thanh Le,2,"chs ổn ,nhưng game hãy cho xác thực 16t khi vào game chứ mấy cháu nhỏ cứ vô chơi ,vô afk ,tranh lane ,kbt chơi ,... bao nhiêu công sức cày đổ sông đổ biển ,rất là mất thời gian và thất vọng ,nhiều lúc muốn xoá game lắm ấy ,mong game đọc và khắc phục",2025-07-10 05:31:50,1.59.1.5,0,1,Lien Quan Mobile
Thinh Truong,4,Tính điểm ngộ ghê 🗿,2025-07-10 05:29:45,1.59.1.5,0,0,Lien Quan Mobile
Tuấn Lâm Đào,1,game rác update lag ko chs đc giật quá,2025-07-10 05:28:50,1.59.1.5,0,1,Lien Quan Mobile
Nguyên Y,1,"cập nhật hoài, chán lắm luôn..đề nghị đừng cập nhật gói tài nguyên nữa...",2025-07-10 05:28:21,1.59.1.5,0,1,Lien Quan Mobile
Ngai Buibangai,5,rất quốn,2025-07-10 05:28:12,1.59.1.5,0,0,Lien Quan Mobile
Lam Phạm,4,Đề nghị game sửa cái map solo 1v1 Solo đeo j mà phá trụ đầu end game thế sao ko để 1 trụ mẹ đi để 2 trụ làm j,2025-07-10 05:26:20,1.59.1.5,0,0,Lien Quan Mobile
Cuong Nguyen,1,game mỗi lần cập nhật lag lòi ko chơi được đề nghị liên quân bỏ bớt dung lượng để cho máy yếu còn chơi dc . chán làm ăn kiểu này thì xoá game dùm,2025-07-10 05:24:42,1.59.1.5,0,1,Lien Quan Mobile
Huy Gia,5,sau khi cập nhật phiên bản mới của liên quân thì mình thấy rất là hay và không có bị giật lag như trước nữa.giành tướng hoặc giành đương cũng đã không còn như trước nữa. người chơi được chọn đường và chọn tướng phù hợp hơn. nhưng về cái Tải tài nguyên thì mong Garena cho ít thôi tại vì nếu cho nhiều quá thì người chơi cần phải một thời gian dài để tải hết rất mất thời gian.,2025-07-10 05:24:11,1.59.1.5,0,0,Lien Quan Mobile
Thu Nguyen,4,"Chơi game lag, thoát ra vô lại ăn ngay con trừ uy tín 🥰",2025-07-10 05:24:00,1.58.1.2,0,0,Lien Quan Mobile
Anh Ha,1,geme cập nhập lại như c,2025-07-10 05:23:18,1.59.1.5,2,1,Lien Quan Mobile
Xuân Nguyễn,5,ko có lời j nói nx,2025-07-10 05:23:13,1.59.1.5,0,0,Lien Quan Mobile
Khánh Nguyễn,5,game ok nha,2025-07-10 05:23:01,1.58.1.2,0,0,Lien Quan Mobile
Mai Tất Đạt Lai Châu.,1,"cách cập nhật bị lỗi không tải được,mất rất nhiều dung lượng",2025-07-10 05:22:30,1.58.1.2,0,1,Lien Quan Mobile
34.Thống - 12a10 Lê,2,Cập nhật lag thêm,2025-07-10 05:22:28,1.59.1.5,1,1,Lien Quan Mobile
Lan Ho,5,hay lắm,2025-07-10 05:22:12,1.59.1.5,0,0,Lien Quan Mobile
Tấn Lộc Võ,5,rất hay,2025-07-10 05:21:16,1.59.1.5,0,0,Lien Quan Mobile
Khang Phạm,1,team có ng afk mà vẫn bị trừ sao,2025-07-10 05:20:28,1.59.1.5,0,1,Lien Quan Mobile
Phạm Trần Duy Phú,1,Lần nào cập nhật phiên bản mới cũng lag.,2025-07-10 05:20:23,1.59.1.5,0,1,Lien Quan Mobile
Trần Huy,4,đang chơi game thì hết dữ liệu nên 4 sao nào có chế off thì xem xét ✋,2025-07-10 05:19:52,1.58.1.2,0,0,Lien Quan Mobile
Hf Ru,2,ghép toàn gặp thằng ngu vãi ca đại,2025-07-10 05:19:29,1.59.1.5,0,1,Lien Quan Mobile
Phan Gai,2,game vô chs k lmj cũng báo cáo afk rất khó chịu và ghép trúng mấy thk phá game khó chịu vô cùng,2025-07-10 05:19:09,1.59.1.5,0,1,Lien Quan Mobile
Thi han nhi Đăng,5,liên quân đánh rất hay mãi đỉnh,2025-07-10 05:19:08,1.58.1.2,0,0,Lien Quan Mobile
Cong Nguyen,1,game rác,2025-07-10 05:17:52,1.59.1.5,0,1,Lien Quan Mobile
mo phan,5,Hay,2025-07-10 05:17:45,1.59.1.5,0,0,Lien Quan Mobile
Tuyết Nhi,4,"Game khá hay, lối chơi cũng khá dễ, nhưng mà game nặng 😭 Máy yếu hoặc ít dung lượng là coi như không chơi nổi",2025-07-10 05:17:26,1.58.1.2,0,0,Lien Quan Mobile
Hang Le,5,game rất jay,2025-07-10 05:16:40,1.59.1.5,0,0,Lien Quan Mobile
Thắng Nguyễn,1,Nặng máy,2025-07-10 05:13:55,1.58.1.2,0,1,Lien Quan Mobile
fake đạt,5,game hay vãiiii đồ họa còn đẹp nữa xứng đáng 5 sao!!!,2025-07-10 05:13:37,1.59.1.5,0,0,Lien Quan Mobile
Anh Ngoc,3,"cập nhật tệ, lag, nên giữ lại tài nguyên cũ tài nguyên mới thì tải thêm thôi",2025-07-10 05:11:35,1.59.1.5,0,0,Lien Quan Mobile
Nam Le,1,"Càng cập nhật thì càng rác , chọn tướng đánh rank bth cũng phải nghe theo game hiện có 1 đường , rồi gặp nhìu trường hợp chọn nhầm cũng do đó. Chỉnh lại cái chat đúng ngu để như xưa thì được rồi , lỡ muốn chat gì quan trọng thì không biết nó có đến teem được không. Cái cộng điểm chiến lực nữa, hiện cộng 100 mà ra xem thì cũng không biết cộng thêm bao nhiêu, chắc chắn không đủ 100 , để như xưa cho dễ hiểu đổi mới ncc. Đúng nể nhà làm game , hút máu là giỏi.",2025-07-10 05:11:19,1.59.1.5,181,1,Lien Quan Mobile
Cần Hoàng,4,tốt,2025-07-10 05:10:36,1.58.1.2,0,0,Lien Quan Mobile
Anh Thư Phan Ngọc,5,hayy,2025-07-10 05:07:22,1.59.1.5,0,0,Lien Quan Mobile
Thư Song,2,"Cập nhật xong giật lag không chơi được, hay khựng, đứng im",2025-07-10 05:06:51,1.59.1.5,0,1,Lien Quan Mobile
Lâm Nguyễn,3,"mong games giảm lại cấu hình nhẹ để cho các máy yếu có thể chơi,nếu games cứ tiếp để cấu hình cao sẽ ảnh hưởng đến games trong các bản cập nhật tiếp theo của liên quân",2025-07-10 05:06:46,1.59.1.5,6,0,Lien Quan Mobile
Nhật Anh Lê Vũ,3,"đang chơi bản cũ sướng mà tự nhiên bắt cập nhật bản mới chơi lag, khó chơi hơn nói chung bản cũ thích hơn nhiều.",2025-07-10 05:06:40,1.59.1.5,0,0,Lien Quan Mobile
Du Lương,1,lag vãi ra,2025-07-10 05:06:39,1.59.1.5,0,1,Lien Quan Mobile
Dũng Hà Mạnh,1,tệ hết sức tệ.cứ tình hình này thì game này sẽ đi vào dĩ váng sớm thôi,2025-07-10 05:06:37,1.59.1.5,0,1,Lien Quan Mobile
Thị Hà Hồ,4,có nhiều lỗi,2025-07-10 05:05:47,1.58.1.2,0,0,Lien Quan Mobile
Hiên Đoàn,5,Hay,2025-07-10 05:05:16,1.58.1.2,0,0,Lien Quan Mobile
Tran Huynh,1,game cập nhật lag muốn chết chỉnh đồ họa mức thấp nhất vẫn như không chỉnh xóa bớt dữ liệu trong game mà Vẫn còn rất lag v chs bời gì nữa,2025-07-10 05:04:39,1.59.1.5,0,1,Lien Quan Mobile
Du Rơ ô,5,nó mạng lạy cảm giác vui vẻ khi chơi với bạn bè,2025-07-10 05:04:15,1.58.1.2,0,0,Lien Quan Mobile
Bảy Dương,5,Game rất vui,2025-07-10 05:02:57,1.58.1.2,0,0,Lien Quan Mobile
Nè Tuyết,1,văng ra rồi lại trừ uy tín như Ionn,2025-07-10 05:02:51,1.59.1.5,0,1,Lien Quan Mobile
Lực Mai phước,5,Rất hay,2025-07-10 05:00:31,1.59.1.5,0,0,Lien Quan Mobile
Thị Linh Trần,5,game hay,2025-07-10 05:00:18,1.59.1.5,0,0,Lien Quan Mobile
Lot Nguyen,2,"mới cập nhật mà kêu tải tài nguyên lại từ đầu, dung lượng máy túi còn 24GB vậy mà bảo dung lượng ko đủ cần . Không hiểu luôn , cứ vào là thiện mà tui bấm .Ok thì lại thoát ra , trả hiểu . Làm ơn có thể giải thích cho tui được ko",2025-07-10 04:59:38,1.59.1.5,9,1,Lien Quan Mobile
05 Thành Đạt,1,cập nhật xong lag nổ máy,2025-07-10 04:59:23,1.59.1.5,0,1,Lien Quan Mobile
NTT Anh,1,"eo ơi cập nhật xong bắt tải lại mớ tài nguyên ai rảnh đâu chờii, game lag chơi tranh lane xứng đáng 1s",2025-07-10 04:59:00,1.59.1.5,0,1,Lien Quan Mobile
Như ý Lê,3,đang chơi game tự nhiên bị out ???? rồi trừ utin muốn chet :)))??,2025-07-10 04:57:50,1.59.1.5,0,0,Lien Quan Mobile
y nguyen,5,tôi đánh giá 5 sao vì trò chơi này rất thú vị và mang đến cho tôi tôi 1 cảm giác tuyệt vời khi chơi trò chơi này !,2025-07-10 04:56:45,1.59.1.5,1,0,Lien Quan Mobile
Binh Nguyen,2,Trả lại chơi rank phiên bản cũ đi,2025-07-10 04:56:35,1.59.1.5,1,1,Lien Quan Mobile
Hưng Hoài,1,Chuẩn bj vô gaem cái nó hiện đang kết nối ko vô thua luôn,2025-07-10 04:55:47,1.59.1.5,0,1,Lien Quan Mobile
Loi Phuc,2,đang chơi mà tự nhiên bị văng game .vào lại thì trừ mấy uy tín,2025-07-10 04:55:34,1.59.1.5,0,1,Lien Quan Mobile
Dương Bình,3,game hay nhưng có khá nhiều phá game nhưng chơi vẫn ổn,2025-07-10 04:55:25,1.59.1.5,0,0,Lien Quan Mobile
Bưởi,3,vô game mạng rất lag dù đang sài 5g,2025-07-10 04:53:44,1.58.1.2,0,0,Lien Quan Mobile
Hòa Lê,1,nhân vật mới như Iồn,2025-07-10 04:53:36,1.59.1.5,0,1,Lien Quan Mobile
Tài Nguyễn,1,phiên bản này bị lỗi quá,2025-07-10 04:53:21,1.59.1.5,0,1,Lien Quan Mobile
Love Hinata :D,5,game hayy óoo,2025-07-10 04:53:07,1.59.1.5,0,0,Lien Quan Mobile
Thảo Thu,5,cs 1000000000 ngôi sao ko☆ tôi muốn đánh giá😍,2025-07-10 04:51:05,1.58.1.2,1,0,Lien Quan Mobile
Như Ngọc,4,Không chơi cũng bị mất sao là sao?,2025-07-10 04:50:58,1.58.1.2,0,0,Lien Quan Mobile
Quoc anh Nguyen,1,dỏm,2025-07-10 04:48:28,1.59.1.5,0,1,Lien Quan Mobile
linh vu,1,sao lúc tạo acc là Facebook mà giờ đăng nhập lại là Google với khách v 😭😭😭😭,2025-07-10 04:48:10,1.58.1.2,0,1,Lien Quan Mobile
ANG TV,1,ghét cập nhật xong lần nào cũng phải tải lại dữ liệu từ đầu,2025-07-10 04:47:52,1.59.1.5,0,1,Lien Quan Mobile
Thanh Thanh,5,"đề nghị anh gà rán xem xét như nào về việc cân bằng lại món trang bị GƯƠM SẤM SÉT . Chỉ vừa mới ra mắt tăng sm thôi mà đã lỗi dame và cả tầm đánh rồi . Quá bá đạo từ đó gây mất cân bằng game . Mong ạh gà xem xét và cân bằng lại món trang bị này để game đc cân bằng hơn cho 《4,75 sao》",2025-07-10 04:47:38,1.59.1.5,0,0,Lien Quan Mobile
Trân Nguyên,3,Được,2025-07-10 04:47:04,1.58.1.2,0,0,Lien Quan Mobile
Toán Nguyễn Hữu,5,tuyệt,2025-07-10 04:46:45,1.59.1.5,0,0,Lien Quan Mobile
Thiên Le,1,toàn báo lỗi mạng xong văng game rôi trừ uy tín cập nhật phiên bản mới như lll,2025-07-10 04:46:20,1.59.1.5,0,1,Lien Quan Mobile
Thanh hoàng Nguyễn,5,"cx đc mà chơi gì đâu mà game toàn cho vô đội đỏ thua hoài đánh vs mấy thì k lên uy tín, hơi khó chịu khi bị trừ trang bị troll, mong game khắc phục điều đó, chỉ muốn khi bị trừ trang bị thì game hãy chỉ ra lỗi khi mua trang bị!, để những ng chơi bt để lần sau còn né ra",2025-07-10 04:46:08,1.59.1.5,1,0,Lien Quan Mobile
Anh Tú Lê,1,sau cập nhập tệ vậy. đang yên đang lành mất kết nối không vào được trận. cơ chế xếp lane cũng như hạch. chẳng giải quyết được cóc khô gì.,2025-07-10 04:44:44,1.59.1.5,1,1,Lien Quan Mobile
Bằng Trần Văn,1,"game cc gì nó cướp vị trí tố cáo dịt đc,còn thằng đi đúng laen đánh 1,4 tố cáo chừ 4 uy tín,hệ thống làm tướng thì như cc đòi vươn ra thế giới,song còn đòi so mới liên minh😅",2025-07-10 04:42:44,1.59.1.5,56,1,Lien Quan Mobile
Cảnh Trần Đức,5,Sao e tai ko dc,2025-07-10 04:42:31,1.59.1.5,1,0,Lien Quan Mobile
Nguyệt Đoàn,1,ko vô đc nơi,2025-07-10 04:41:52,1.59.1.5,0,1,Lien Quan Mobile
taikhoan test,5,tuyệt cà là vời,2025-07-10 04:41:34,1.58.1.2,0,0,Lien Quan Mobile
Cao Giang,5,game hay đánh thích,2025-07-10 04:41:02,1.59.1.5,0,0,Lien Quan Mobile
Thương oi Duong,5,hay,2025-07-10 04:39:46,1.59.1.5,0,0,Lien Quan Mobile
hung nguyen vu,1,cắt cái file n.gu như con bò. Những cái cần thiết cho trận đấu thì để yên cmn đi cắt ra ăn cac à,2025-07-10 04:38:43,1.59.1.5,7,1,Lien Quan Mobile
Hồng Nhi Nguyễn,5,tốt,2025-07-10 04:38:11,1.59.1.5,0,0,Lien Quan Mobile
Tien Anh,1,game như ccc,2025-07-10 04:37:19,1.59.1.5,0,1,Lien Quan Mobile
Dung Bui,3,nay game lagg lạy luôn cà dực thế ai mà đánh đc càn ngày game càn nặng,2025-07-10 04:35:49,1.59.1.5,0,0,Lien Quan Mobile
Hung Chu,5,tốt,2025-07-10 04:34:51,1.59.1.5,0,0,Lien Quan Mobile
Duong Nguyen,5,hay,2025-07-10 04:33:49,1.59.1.5,0,0,Lien Quan Mobile
Oh vờ Hia,2,game hay nhưng lag,2025-07-10 04:32:08,1.59.1.5,0,1,Lien Quan Mobile
